,hyperparameters,num_features,mean_accuracy,std_accuracy,train_accuracy,test_accuracy
2647,"penalty: l2, C: 0.01, solver: liblinear",134,0.798043975,0.074080395,0.866180049,0.760869565
2654,"penalty: l1, C: 1, solver: saga",134,0.712949743,0.042243895,0.771289538,0.760869565
2656,"penalty: l2, C: 0.001, solver: saga",134,0.712949743,0.042243895,0.773722628,0.760869565
2657,"penalty: l2, C: 0.01, solver: saga",134,0.712949743,0.042243895,0.771289538,0.760869565
2658,"penalty: l2, C: 0.1, solver: saga",134,0.712949743,0.042243895,0.771289538,0.760869565
2659,"penalty: l2, C: 1, solver: saga",134,0.712949743,0.042243895,0.771289538,0.760869565
2666,"penalty: l2, C: 0.001, solver: liblinear",135,0.79561679,0.071679124,0.812652068,0.760869565
2673,"penalty: l1, C: 0.1, solver: saga",135,0.715448315,0.041282386,0.773722628,0.760869565
2674,"penalty: l1, C: 1, solver: saga",135,0.720302684,0.042473988,0.781021898,0.760869565
2676,"penalty: l2, C: 0.001, solver: saga",135,0.720302684,0.042473988,0.781021898,0.760869565
2677,"penalty: l2, C: 0.01, solver: saga",135,0.720302684,0.042473988,0.778588808,0.760869565
2678,"penalty: l2, C: 0.1, solver: saga",135,0.720302684,0.042473988,0.781021898,0.760869565
2679,"penalty: l2, C: 1, solver: saga",135,0.720302684,0.042473988,0.778588808,0.760869565
2686,"penalty: l2, C: 0.001, solver: liblinear",136,0.79561679,0.071679124,0.812652068,0.760869565
2693,"penalty: l1, C: 0.1, solver: saga",136,0.715448315,0.041282386,0.773722628,0.760869565
2694,"penalty: l1, C: 1, solver: saga",136,0.720302684,0.042473988,0.778588808,0.760869565
2696,"penalty: l2, C: 0.001, solver: saga",136,0.720302684,0.042473988,0.778588808,0.760869565
2697,"penalty: l2, C: 0.01, solver: saga",136,0.720302684,0.042473988,0.778588808,0.760869565
2698,"penalty: l2, C: 0.1, solver: saga",136,0.720302684,0.042473988,0.778588808,0.760869565
2699,"penalty: l2, C: 1, solver: saga",136,0.720302684,0.042473988,0.778588808,0.760869565
2706,"penalty: l2, C: 0.001, solver: liblinear",137,0.79561679,0.071679124,0.812652068,0.760869565
2713,"penalty: l1, C: 0.1, solver: saga",137,0.715448315,0.041282386,0.773722628,0.760869565
2714,"penalty: l1, C: 1, solver: saga",137,0.720302684,0.042473988,0.778588808,0.760869565
2716,"penalty: l2, C: 0.001, solver: saga",137,0.720302684,0.042473988,0.778588808,0.760869565
2717,"penalty: l2, C: 0.01, solver: saga",137,0.720302684,0.042473988,0.778588808,0.760869565
2718,"penalty: l2, C: 0.1, solver: saga",137,0.720302684,0.042473988,0.778588808,0.760869565
2719,"penalty: l2, C: 1, solver: saga",137,0.720302684,0.042473988,0.778588808,0.760869565
2726,"penalty: l2, C: 0.001, solver: liblinear",138,0.79561679,0.071679124,0.812652068,0.760869565
2733,"penalty: l1, C: 0.1, solver: saga",138,0.715448315,0.041282386,0.773722628,0.760869565
2734,"penalty: l1, C: 1, solver: saga",138,0.720302684,0.042473988,0.778588808,0.760869565
2736,"penalty: l2, C: 0.001, solver: saga",138,0.720302684,0.042473988,0.778588808,0.760869565
2737,"penalty: l2, C: 0.01, solver: saga",138,0.720302684,0.042473988,0.778588808,0.760869565
2738,"penalty: l2, C: 0.1, solver: saga",138,0.720302684,0.042473988,0.778588808,0.760869565
2739,"penalty: l2, C: 1, solver: saga",138,0.720302684,0.042473988,0.778588808,0.760869565
2746,"penalty: l2, C: 0.001, solver: liblinear",139,0.79561679,0.071679124,0.812652068,0.760869565
2753,"penalty: l1, C: 0.1, solver: saga",139,0.715448315,0.041282386,0.776155718,0.760869565
2754,"penalty: l1, C: 1, solver: saga",139,0.720302684,0.042473988,0.778588808,0.760869565
2756,"penalty: l2, C: 0.001, solver: saga",139,0.720302684,0.042473988,0.778588808,0.760869565
2757,"penalty: l2, C: 0.01, solver: saga",139,0.720302684,0.042473988,0.778588808,0.760869565
2758,"penalty: l2, C: 0.1, solver: saga",139,0.720302684,0.042473988,0.778588808,0.760869565
2759,"penalty: l2, C: 1, solver: saga",139,0.720302684,0.042473988,0.778588808,0.760869565
2766,"penalty: l2, C: 0.001, solver: liblinear",140,0.793189606,0.070124858,0.812652068,0.760869565
2773,"penalty: l1, C: 0.1, solver: saga",140,0.715448315,0.041282386,0.776155718,0.760869565
2774,"penalty: l1, C: 1, solver: saga",140,0.7178755,0.0416709,0.778588808,0.760869565
2776,"penalty: l2, C: 0.001, solver: saga",140,0.722729869,0.043668786,0.778588808,0.760869565
2777,"penalty: l2, C: 0.01, solver: saga",140,0.717851704,0.040054948,0.776155718,0.760869565
2778,"penalty: l2, C: 0.1, solver: saga",140,0.720302684,0.042473988,0.778588808,0.760869565
2779,"penalty: l2, C: 1, solver: saga",140,0.717851704,0.040054948,0.776155718,0.760869565
2786,"penalty: l2, C: 0.001, solver: liblinear",141,0.795640586,0.070285609,0.817518248,0.760869565
2793,"penalty: l1, C: 0.1, solver: saga",141,0.715448315,0.041282386,0.773722628,0.760869565
2794,"penalty: l1, C: 1, solver: saga",141,0.717851704,0.040054948,0.776155718,0.760869565
2796,"penalty: l2, C: 0.001, solver: saga",141,0.720302684,0.042473988,0.778588808,0.760869565
2797,"penalty: l2, C: 0.01, solver: saga",141,0.717851704,0.040054948,0.776155718,0.760869565
2798,"penalty: l2, C: 0.1, solver: saga",141,0.717851704,0.040054948,0.776155718,0.760869565
2799,"penalty: l2, C: 1, solver: saga",141,0.720278888,0.041463478,0.776155718,0.760869565
2806,"penalty: l2, C: 0.001, solver: liblinear",142,0.795640586,0.070285609,0.817518248,0.760869565
2813,"penalty: l1, C: 0.1, solver: saga",142,0.715448315,0.041282386,0.773722628,0.760869565
2814,"penalty: l1, C: 1, solver: saga",142,0.717851704,0.040054948,0.776155718,0.760869565
2816,"penalty: l2, C: 0.001, solver: saga",142,0.717851704,0.040054948,0.776155718,0.760869565
2817,"penalty: l2, C: 0.01, solver: saga",142,0.717851704,0.040054948,0.776155718,0.760869565
2818,"penalty: l2, C: 0.1, solver: saga",142,0.717851704,0.040054948,0.776155718,0.760869565
2819,"penalty: l2, C: 1, solver: saga",142,0.717851704,0.040054948,0.776155718,0.760869565
2826,"penalty: l2, C: 0.001, solver: liblinear",143,0.798043975,0.055959049,0.815085158,0.760869565
2833,"penalty: l1, C: 0.1, solver: saga",143,0.715448315,0.041282386,0.776155718,0.760869565
2834,"penalty: l1, C: 1, solver: saga",143,0.72032648,0.044542637,0.783454988,0.760869565
2836,"penalty: l2, C: 0.001, solver: saga",143,0.725180849,0.04131079,0.783454988,0.760869565
2837,"penalty: l2, C: 0.01, solver: saga",143,0.722753665,0.045163307,0.783454988,0.760869565
2838,"penalty: l2, C: 0.1, solver: saga",143,0.722753665,0.045163307,0.783454988,0.760869565
2839,"penalty: l2, C: 1, solver: saga",143,0.722753665,0.045163307,0.783454988,0.760869565
2846,"penalty: l2, C: 0.001, solver: liblinear",144,0.798043975,0.061572983,0.817518248,0.760869565
2854,"penalty: l1, C: 1, solver: saga",144,0.72032648,0.044542637,0.785888078,0.760869565
2856,"penalty: l2, C: 0.001, solver: saga",144,0.7178755,0.0416709,0.781021898,0.760869565
2857,"penalty: l2, C: 0.01, solver: saga",144,0.72032648,0.044542637,0.783454988,0.760869565
2858,"penalty: l2, C: 0.1, solver: saga",144,0.725180849,0.046160043,0.783454988,0.760869565
2859,"penalty: l2, C: 1, solver: saga",144,0.722753665,0.045163307,0.783454988,0.760869565
2866,"penalty: l2, C: 0.001, solver: liblinear",145,0.798043975,0.061572983,0.817518248,0.760869565
2873,"penalty: l1, C: 0.1, solver: saga",145,0.713021131,0.040745853,0.781021898,0.760869565
2874,"penalty: l1, C: 1, solver: saga",145,0.722753665,0.045163307,0.783454988,0.760869565
2876,"penalty: l2, C: 0.001, solver: saga",145,0.722753665,0.045163307,0.783454988,0.760869565
2877,"penalty: l2, C: 0.01, solver: saga",145,0.722753665,0.045163307,0.783454988,0.760869565
2878,"penalty: l2, C: 0.1, solver: saga",145,0.725180849,0.046160043,0.783454988,0.760869565
2879,"penalty: l2, C: 1, solver: saga",145,0.722753665,0.045163307,0.785888078,0.760869565
2886,"penalty: l2, C: 0.001, solver: liblinear",146,0.79071483,0.060575562,0.815085158,0.760869565
2893,"penalty: l1, C: 0.1, solver: saga",146,0.713021131,0.040745853,0.785888078,0.760869565
2894,"penalty: l1, C: 1, solver: saga",146,0.7178755,0.0416709,0.790754258,0.760869565
2896,"penalty: l2, C: 0.001, solver: saga",146,0.722729869,0.038507073,0.790754258,0.760869565
2897,"penalty: l2, C: 0.01, solver: saga",146,0.722729869,0.038507073,0.790754258,0.760869565
2898,"penalty: l2, C: 0.1, solver: saga",146,0.722729869,0.038507073,0.790754258,0.760869565
2899,"penalty: l2, C: 1, solver: saga",146,0.722729869,0.038507073,0.790754258,0.760869565
2906,"penalty: l2, C: 0.001, solver: liblinear",147,0.788311441,0.067768926,0.822384428,0.760869565
2913,"penalty: l1, C: 0.1, solver: saga",147,0.715472111,0.043950006,0.790754258,0.760869565
2914,"penalty: l1, C: 1, solver: saga",147,0.722753665,0.040776047,0.793187348,0.760869565
2916,"penalty: l2, C: 0.001, solver: saga",147,0.722729869,0.038507073,0.790754258,0.760869565
2917,"penalty: l2, C: 0.01, solver: saga",147,0.722753665,0.040776047,0.793187348,0.760869565
2918,"penalty: l2, C: 0.1, solver: saga",147,0.722729869,0.038507073,0.790754258,0.760869565
2919,"penalty: l2, C: 1, solver: saga",147,0.725180849,0.04131079,0.793187348,0.760869565
2926,"penalty: l2, C: 0.001, solver: liblinear",148,0.793213402,0.062598521,0.832116788,0.760869565
2933,"penalty: l1, C: 0.1, solver: saga",148,0.713021131,0.045136048,0.783454988,0.760869565
2934,"penalty: l1, C: 1, solver: saga",148,0.72032648,0.049073564,0.790754258,0.760869565
2936,"penalty: l2, C: 0.001, solver: saga",148,0.722753665,0.045163307,0.790754258,0.760869565
2937,"penalty: l2, C: 0.01, solver: saga",148,0.725180849,0.04131079,0.790754258,0.760869565
2938,"penalty: l2, C: 0.1, solver: saga",148,0.725180849,0.04131079,0.790754258,0.760869565
2939,"penalty: l2, C: 1, solver: saga",148,0.722753665,0.045163307,0.790754258,0.760869565
2946,"penalty: l2, C: 0.001, solver: liblinear",149,0.785884257,0.061025208,0.834549878,0.760869565
2947,"penalty: l2, C: 0.01, solver: liblinear",149,0.805468304,0.088256864,0.888077859,0.760869565
2954,"penalty: l1, C: 1, solver: saga",149,0.734889587,0.047282517,0.802919708,0.760869565
2956,"penalty: l2, C: 0.001, solver: saga",149,0.732462402,0.05114596,0.800486618,0.760869565
2957,"penalty: l2, C: 0.01, solver: saga",149,0.734889587,0.047282517,0.802919708,0.760869565
2958,"penalty: l2, C: 0.1, solver: saga",149,0.734889587,0.047282517,0.802919708,0.760869565
2959,"penalty: l2, C: 1, solver: saga",149,0.734889587,0.047282517,0.802919708,0.760869565
2967,"penalty: l2, C: 0.01, solver: liblinear",150,0.812749857,0.080576123,0.875912409,0.760869565
2973,"penalty: l1, C: 0.1, solver: saga",150,0.737316771,0.050502754,0.790754258,0.760869565
2974,"penalty: l1, C: 1, solver: saga",150,0.739743956,0.047338674,0.788321168,0.760869565
2976,"penalty: l2, C: 0.001, solver: saga",150,0.737292975,0.045700669,0.788321168,0.760869565
2977,"penalty: l2, C: 0.01, solver: saga",150,0.739743956,0.047338674,0.788321168,0.760869565
2978,"penalty: l2, C: 0.1, solver: saga",150,0.737316771,0.050502754,0.788321168,0.760869565
2986,"penalty: l2, C: 0.001, solver: liblinear",151,0.793237198,0.053163161,0.844282238,0.760869565
2992,"penalty: l1, C: 0.01, solver: saga",151,0.681443937,0.071178365,0.727493917,0.760869565
3006,"penalty: l2, C: 0.001, solver: liblinear",152,0.790810013,0.054076592,0.844282238,0.760869565
3012,"penalty: l1, C: 0.01, solver: saga",152,0.681443937,0.071178365,0.729927007,0.760869565
3026,"penalty: l2, C: 0.001, solver: liblinear",153,0.795664382,0.054334448,0.844282238,0.760869565
3032,"penalty: l1, C: 0.01, solver: saga",153,0.681443937,0.071178365,0.732360097,0.760869565
3045,"penalty: l2, C: 0.0001, solver: liblinear",154,0.759185227,0.046964261,0.798053528,0.760869565
3046,"penalty: l2, C: 0.001, solver: liblinear",154,0.793237198,0.049490235,0.849148418,0.760869565
3065,"penalty: l2, C: 0.0001, solver: liblinear",155,0.759185227,0.046964261,0.798053528,0.760869565
3066,"penalty: l2, C: 0.001, solver: liblinear",155,0.795688178,0.050672853,0.849148418,0.760869565
3072,"penalty: l1, C: 0.01, solver: saga",155,0.678992956,0.064852644,0.727493917,0.760869565
3085,"penalty: l2, C: 0.0001, solver: liblinear",156,0.759185227,0.046964261,0.798053528,0.760869565
3086,"penalty: l2, C: 0.001, solver: liblinear",156,0.795688178,0.050672853,0.849148418,0.760869565
3092,"penalty: l1, C: 0.01, solver: saga",156,0.678992956,0.064852644,0.727493917,0.760869565
3105,"penalty: l2, C: 0.0001, solver: liblinear",157,0.764039596,0.049460827,0.798053528,0.760869565
3106,"penalty: l2, C: 0.001, solver: liblinear",157,0.795688178,0.050672853,0.849148418,0.760869565
3113,"penalty: l1, C: 0.1, solver: saga",157,0.730059014,0.051899651,0.785888078,0.760869565
3114,"penalty: l1, C: 1, solver: saga",157,0.734913383,0.047691595,0.783454988,0.760869565
3116,"penalty: l2, C: 0.001, solver: saga",157,0.732486198,0.051525494,0.781021898,0.760869565
3117,"penalty: l2, C: 0.01, solver: saga",157,0.734913383,0.047691595,0.788321168,0.760869565
3118,"penalty: l2, C: 0.1, solver: saga",157,0.734913383,0.047691595,0.783454988,0.760869565
3119,"penalty: l2, C: 1, solver: saga",157,0.734913383,0.047691595,0.783454988,0.760869565
3127,"penalty: l2, C: 0.01, solver: liblinear",158,0.81758043,0.075501545,0.885644769,0.760869565
3147,"penalty: l2, C: 0.01, solver: liblinear",159,0.824909575,0.079605152,0.888077859,0.760869565
3167,"penalty: l2, C: 0.01, solver: liblinear",160,0.824909575,0.079605152,0.888077859,0.760869565
3197,"penalty: l2, C: 0.01, solver: saga",161,0.730059014,0.044571593,0.793187348,0.760869565
3202,"penalty: l1, C: 0.01, solver: liblinear",162,0.695983248,0.060654803,0.759124088,0.760869565
3205,"penalty: l2, C: 0.0001, solver: liblinear",162,0.773748334,0.05582433,0.805352798,0.760869565
3213,"penalty: l1, C: 0.1, solver: saga",162,0.73008281,0.047563497,0.800486618,0.760869565
3222,"penalty: l1, C: 0.01, solver: liblinear",163,0.698410432,0.061690552,0.761557178,0.760869565
3225,"penalty: l2, C: 0.0001, solver: liblinear",163,0.768917761,0.050831858,0.805352798,0.760869565
3233,"penalty: l1, C: 0.1, solver: saga",163,0.720374072,0.055261104,0.795620438,0.760869565
3362,"penalty: l1, C: 0.01, solver: liblinear",170,0.698458024,0.077479652,0.763990268,0.760869565
3367,"penalty: l2, C: 0.01, solver: liblinear",170,0.812678469,0.070736031,0.905109489,0.760869565
3372,"penalty: l1, C: 0.01, solver: saga",170,0.686369694,0.069395971,0.754257908,0.760869565
3382,"penalty: l1, C: 0.01, solver: liblinear",171,0.698458024,0.077479652,0.763990268,0.760869565
3387,"penalty: l2, C: 0.01, solver: liblinear",171,0.812678469,0.070736031,0.905109489,0.760869565
3392,"penalty: l1, C: 0.01, solver: saga",171,0.686369694,0.069395971,0.756690998,0.760869565
3402,"penalty: l1, C: 0.01, solver: liblinear",172,0.69603084,0.07996897,0.763990268,0.760869565
3412,"penalty: l1, C: 0.01, solver: saga",172,0.691247858,0.070405977,0.754257908,0.760869565
3422,"penalty: l1, C: 0.01, solver: liblinear",173,0.69603084,0.07996897,0.763990268,0.760869565
3427,"penalty: l2, C: 0.01, solver: liblinear",173,0.819960023,0.072790754,0.902676399,0.760869565
3432,"penalty: l1, C: 0.01, solver: saga",173,0.688820674,0.07289678,0.754257908,0.760869565
3487,"penalty: l2, C: 0.01, solver: liblinear",176,0.836997906,0.065584871,0.912408759,0.760869565
3507,"penalty: l2, C: 0.01, solver: liblinear",177,0.83452313,0.062237534,0.905109489,0.760869565
3527,"penalty: l2, C: 0.01, solver: liblinear",178,0.832095945,0.065675515,0.905109489,0.760869565
3547,"penalty: l2, C: 0.01, solver: liblinear",179,0.829668761,0.069198144,0.907542579,0.760869565
3567,"penalty: l2, C: 0.01, solver: liblinear",180,0.829668761,0.069198144,0.907542579,0.760869565
3587,"penalty: l2, C: 0.01, solver: liblinear",181,0.829668761,0.069198144,0.905109489,0.760869565
3632,"penalty: l1, C: 0.01, solver: saga",183,0.705739577,0.060211857,0.763990268,0.760869565
3635,"penalty: l2, C: 0.0001, solver: saga",183,0.739815344,0.071366121,0.810218978,0.760869565
3652,"penalty: l1, C: 0.01, solver: saga",184,0.705739577,0.060211857,0.763990268,0.760869565
3655,"penalty: l2, C: 0.0001, solver: saga",184,0.739815344,0.071366121,0.810218978,0.760869565
3802,"penalty: l1, C: 0.01, solver: liblinear",192,0.710593946,0.070694953,0.785888078,0.760869565
3805,"penalty: l2, C: 0.0001, solver: liblinear",192,0.802874548,0.065765465,0.836982968,0.760869565
3812,"penalty: l1, C: 0.01, solver: saga",192,0.700861413,0.060236523,0.781021898,0.760869565
3822,"penalty: l1, C: 0.01, solver: liblinear",193,0.708142966,0.068924188,0.785888078,0.760869565
3825,"penalty: l2, C: 0.0001, solver: liblinear",193,0.805301732,0.063460108,0.836982968,0.760869565
3832,"penalty: l1, C: 0.01, solver: saga",193,0.700861413,0.060236523,0.781021898,0.760869565
3842,"penalty: l1, C: 0.01, solver: liblinear",194,0.710593946,0.070694953,0.785888078,0.760869565
3845,"penalty: l2, C: 0.0001, solver: liblinear",194,0.805301732,0.063460108,0.836982968,0.760869565
3852,"penalty: l1, C: 0.01, solver: saga",194,0.700861413,0.060236523,0.781021898,0.760869565
3862,"penalty: l1, C: 0.01, solver: liblinear",195,0.722753665,0.068403164,0.793187348,0.760869565
3872,"penalty: l1, C: 0.01, solver: saga",195,0.703312393,0.057842958,0.781021898,0.760869565
3882,"penalty: l1, C: 0.01, solver: liblinear",196,0.722753665,0.068403164,0.790754258,0.760869565
3892,"penalty: l1, C: 0.01, solver: saga",196,0.705739577,0.060211857,0.781021898,0.760869565
3902,"penalty: l1, C: 0.01, solver: liblinear",197,0.722753665,0.068403164,0.793187348,0.760869565
3912,"penalty: l1, C: 0.01, solver: saga",197,0.705739577,0.060211857,0.781021898,0.760869565
3922,"penalty: l1, C: 0.01, solver: liblinear",198,0.7178755,0.063606791,0.790754258,0.760869565
3932,"penalty: l1, C: 0.01, solver: saga",198,0.700885208,0.060556195,0.781021898,0.760869565
3942,"penalty: l1, C: 0.01, solver: liblinear",199,0.72032648,0.065524091,0.793187348,0.760869565
3952,"penalty: l1, C: 0.01, solver: saga",199,0.703312393,0.057842958,0.781021898,0.760869565
3962,"penalty: l1, C: 0.01, solver: liblinear",200,0.72032648,0.065524091,0.793187348,0.760869565
3972,"penalty: l1, C: 0.01, solver: saga",200,0.705739577,0.055740828,0.776155718,0.760869565
3982,"penalty: l1, C: 0.01, solver: liblinear",201,0.722753665,0.068403164,0.793187348,0.760869565
3992,"penalty: l1, C: 0.01, solver: saga",201,0.705739577,0.060211857,0.781021898,0.760869565
4002,"penalty: l1, C: 0.01, solver: liblinear",202,0.720302684,0.066658145,0.790754258,0.760869565
4012,"penalty: l1, C: 0.01, solver: saga",202,0.705739577,0.060211857,0.781021898,0.760869565
4022,"penalty: l1, C: 0.01, solver: liblinear",203,0.722753665,0.068403164,0.793187348,0.760869565
4032,"penalty: l1, C: 0.01, solver: saga",203,0.705739577,0.060211857,0.778588808,0.760869565
4042,"penalty: l1, C: 0.01, solver: liblinear",204,0.720302684,0.066658145,0.790754258,0.760869565
4052,"penalty: l1, C: 0.01, solver: saga",204,0.708166762,0.058094039,0.781021898,0.760869565
4062,"penalty: l1, C: 0.01, solver: liblinear",205,0.722753665,0.068403164,0.793187348,0.760869565
4072,"penalty: l1, C: 0.01, solver: saga",205,0.703312393,0.062916573,0.781021898,0.760869565
4082,"penalty: l1, C: 0.01, solver: liblinear",206,0.722753665,0.068403164,0.790754258,0.760869565
4092,"penalty: l1, C: 0.01, solver: saga",206,0.705739577,0.060211857,0.778588808,0.760869565
4102,"penalty: l1, C: 0.01, solver: liblinear",207,0.722753665,0.068403164,0.790754258,0.760869565
4112,"penalty: l1, C: 0.01, solver: saga",207,0.705739577,0.060211857,0.781021898,0.760869565
